1,1.0,2024-06-06 10:31:23.3396970,0001-01-01 00:00:00.0000000,,,.00,.00,0,0,0,1,0
2,1.0,2024-07-07 11:37:13.7200822,0001-01-01 00:00:00.0000000,,,.00,.00,0,0,0,2,0
3,1.0,2024-07-07 12:46:18.8978152,0001-01-01 00:00:00.0000000,,,.00,.00,0,0,0,3,0
4,1.0,2024-07-10 13:13:03.4273313,0001-01-01 00:00:00.0000000,,,3.75,.00,4,0,0,4,0
5,1.0,2024-08-11 07:44:16.2459324,0001-01-01 00:00:00.0000000,,,.00,.00,0,0,0,5,0
6,1.0,2024-08-11 07:49:23.3146114,0001-01-01 00:00:00.0000000,,,4.94,.00,1,0,0,6,0
7,1.0,2024-08-11 07:50:29.6328638,0001-01-01 00:00:00.0000000,,,.00,.00,0,0,0,7,0
8,1.0,2024-08-11 08:04:39.3141950,0001-01-01 00:00:00.0000000,,,.00,.00,0,0,0,8,0
9,1.0,2024-08-11 08:06:43.7331389,0001-01-01 00:00:00.0000000,,,4.00,.00,1,0,0,9,0
10,1.0,2024-08-11 08:26:19.0207973,0001-01-01 00:00:00.0000000,,,.00,.00,0,0,0,10,0
11,1.0,2024-09-01 09:00:02.3669836,0001-01-01 00:00:00.0000000,,,3.60,.00,6,0,0,11,0
12,1.0,2024-12-09 11:48:19.8050385,0001-01-01 00:00:00.0000000,,,.00,.00,0,0,0,12,0
13,1.0,2024-12-10 12:17:16.4571694,0001-01-01 00:00:00.0000000,,,.00,.00,0,0,0,15,0
14,1.0,2024-12-11 13:24:49.2542695,0001-01-01 00:00:00.0000000,,,.00,.00,0,0,0,18,0
15,1.0,2024-12-11 13:30:23.1778061,0001-01-01 00:00:00.0000000,,,.00,.00,0,0,0,19,0
16,1.0,2024-12-11 13:35:57.4547832,0001-01-01 00:00:00.0000000,,,.00,.00,0,0,0,20,0
17,1.0,2024-12-11 13:46:03.1600019,0001-01-01 00:00:00.0000000,,,.00,.00,0,0,0,21,0
18,1.0,2024-12-11 13:53:20.0055642,0001-01-01 00:00:00.0000000,,,.00,.00,0,0,0,22,0
19,1.0,2024-12-12 13:13:13.4995629,0001-01-01 00:00:00.0000000,,,.00,.00,0,0,0,23,0
20,1.0,2024-12-26 13:33:29.6078571,0001-01-01 00:00:00.0000000,,,.00,.00,0,0,0,24,0
21,1.0,2024-12-30 08:28:21.6117368,0001-01-01 00:00:00.0000000,,,.00,.00,0,0,0,25,0
1020,1.0,2025-01-12 08:25:03.3456693,0001-01-01 00:00:00.0000000,,,.00,.00,0,0,0,26,0
1021,1.0,2025-01-12 13:04:58.7533474,0001-01-01 00:00:00.0000000,,,.00,.00,0,0,0,27,0
1022,1.0,2025-01-12 13:09:17.7251233,0001-01-01 00:00:00.0000000,,,.00,.00,0,0,0,28,0
1023,1.0,2025-01-12 13:39:23.3402819,0001-01-01 00:00:00.0000000,,,.00,.00,0,0,0,29,0
1024,1.0,2025-01-12 13:52:27.5065675,0001-01-01 00:00:00.0000000,,,.00,.00,0,0,0,30,0
1025,1.0,2025-01-13 09:56:21.2198712,0001-01-01 00:00:00.0000000,,,.00,.00,0,0,0,31,0
1026,1.0,2025-01-13 09:57:22.0765753,0001-01-01 00:00:00.0000000,,,.00,.00,0,0,0,32,0
1027,1.0,2025-01-13 09:58:21.4735610,0001-01-01 00:00:00.0000000,,,.00,.00,0,0,0,33,0
1028,1.0,2025-01-15 12:15:06.9626692,0001-01-01 00:00:00.0000000,,,.00,.00,0,0,0,34,0
1029,1.0,2025-01-17 11:01:44.6027210,0001-01-01 00:00:00.0000000,,,.00,.00,0,0,0,35,0
1030,1.0,2025-01-19 11:56:43.3278955,0001-01-01 00:00:00.0000000,,,.00,.00,0,0,0,36,0
1031,1.0,2025-01-19 11:59:07.2811999,0001-01-01 00:00:00.0000000,,,.00,.00,0,0,0,37,0
