2056,1019,1589,2025-03-16 19:45:11.3669777,4,2937,0
2057,1083,1589,2025-03-16 19:55:34.2940211,11,2938,0
2058,1019,1589,2025-03-16 20:04:15.7651894,4,2939,0
2059,1037,1590,2025-03-17 08:04:14.9932299,1,2942,0
2060,1056,1590,2025-03-17 08:06:03.4484693,1,2943,0
2061,1037,1591,2025-03-17 08:38:14.1176790,1,2945,0
2062,1056,1591,2025-03-17 08:41:16.1524779,8,2946,0
2063,1037,1591,2025-03-17 08:41:47.0103778,4,2947,0
2064,1035,1591,2025-03-17 08:43:25.9855196,11,2948,0
2065,1037,1591,2025-03-17 08:44:43.9353859,1,2949,0
2066,1056,1591,2025-03-17 08:45:29.2114795,8,2950,0
2067,1037,1591,2025-03-17 08:46:09.9506743,4,2951,0
2068,1035,1591,2025-03-17 09:05:41.4734325,11,2952,0
2069,1037,1591,2025-03-17 10:03:04.8306960,2,2953,0
2070,1037,1592,2025-03-17 10:08:47.1665353,2,2955,0
2071,1037,1593,2025-03-17 10:14:30.2015930,1,2957,0
2072,1056,1593,2025-03-17 10:14:52.1580269,8,2958,0
2073,1037,1593,2025-03-17 10:16:23.7175325,4,2959,0
2074,1035,1593,2025-03-17 10:17:30.1291551,11,2960,0
2075,1037,1593,2025-03-17 10:18:46.1772911,2,2961,0
2076,1037,1594,2025-03-17 10:27:23.2334336,1,2963,0
2077,1056,1594,2025-03-17 10:31:26.0802956,8,2964,0
2078,1037,1594,2025-03-17 10:58:19.9286582,1,2965,0
2079,1056,1594,2025-03-17 10:58:52.2170918,1,2966,0
2080,1037,1595,2025-03-17 11:23:49.5020232,4,2968,0
2081,1037,1595,2025-03-17 11:24:40.8724318,1,2969,0
2082,1037,1596,2025-03-17 11:41:35.0897092,4,2972,0
2083,1035,1596,2025-03-17 11:42:38.7173046,11,2973,0
2084,1037,1596,2025-03-17 11:43:12.1957448,1,2974,0
2085,1056,1596,2025-03-17 11:43:46.4830820,8,2975,0
2086,1037,1597,2025-03-17 12:05:11.7377201,1,2978,0
2087,1037,1596,2025-03-17 12:07:59.5712181,1,2976,0
2088,1056,1596,2025-03-17 12:09:19.7313780,8,2980,0
2089,1037,1596,2025-03-17 12:11:23.1065413,1,2981,0
2090,1037,1603,2025-03-18 09:10:30.3083216,1,2994,0
2091,1023,1600,2025-03-18 09:25:34.5870251,4,2988,0
2092,1056,1603,2025-03-18 09:32:59.7710467,8,2995,0
2093,1037,1603,2025-03-18 09:33:56.2465683,4,2997,0
2094,1035,1603,2025-03-18 09:39:29.4101577,11,2998,0
2095,1037,1603,2025-03-18 09:41:12.3927877,1,2999,0
2096,1056,1603,2025-03-18 09:41:31.5954216,8,3000,0
2097,1037,1603,2025-03-18 09:43:58.1376972,4,3001,0
2098,1035,1603,2025-03-18 09:44:36.7331396,11,3002,0
2099,1037,1603,2025-03-18 10:33:45.3065069,1,3003,0
2100,1056,1603,2025-03-18 10:34:07.7326241,2,3004,0
2101,1022,1600,2025-03-18 11:00:19.9313379,11,2996,0
2102,1023,1600,2025-03-18 11:00:57.6534864,1,3007,0
2103,1022,1600,2025-03-18 11:01:32.2412753,11,3008,0
2104,1023,1600,2025-03-18 11:02:30.3836744,4,3009,0
2105,1037,1605,2025-03-18 11:06:52.5036827,4,3012,0
2106,1035,1605,2025-03-18 11:07:32.7162441,11,3013,0
2107,1037,1605,2025-03-18 11:07:42.8034491,1,3014,0
2108,1056,1605,2025-03-18 11:08:04.8276576,8,3015,0
2109,1037,1605,2025-03-18 11:08:50.2273087,4,3016,0
2110,1035,1605,2025-03-18 11:09:19.0170395,11,3017,0
2111,1037,1605,2025-03-18 11:09:44.9817723,1,3018,0
2112,1056,1605,2025-03-18 11:10:16.1479847,2,3019,0
2113,1022,1600,2025-03-18 11:11:51.1708861,11,3010,0
2114,1056,1597,2025-03-18 11:18:32.4611080,8,2979,0
2115,1023,1606,2025-03-18 11:21:46.2045026,1,3023,0
2116,1022,1606,2025-03-18 11:22:10.1679099,11,3024,0
2117,1023,1606,2025-03-18 11:24:00.1010704,4,3025,0
2118,1022,1606,2025-03-18 11:25:43.7823616,11,3026,0
2119,1023,1606,2025-03-18 11:32:00.7868234,4,3027,0
2120,1022,1606,2025-03-18 11:35:11.4853312,11,3028,0
2121,1023,1606,2025-03-18 12:30:09.3525536,4,3029,0
2122,1037,1602,2025-03-18 12:36:03.0107639,4,2992,0
2123,1035,1602,2025-03-18 12:50:51.1292749,11,3031,0
2124,1037,1604,2025-03-18 12:55:17.8420280,4,3006,0
2125,1037,1607,2025-03-18 12:59:24.7014796,4,3035,0
2126,1035,1607,2025-03-18 13:00:01.5669367,11,3036,0
2127,1037,1607,2025-03-18 13:01:28.2434578,1,3037,0
2128,1056,1607,2025-03-18 13:02:03.2551046,8,3038,0
2129,1037,1607,2025-03-18 13:02:57.1647186,4,3039,0
2130,1035,1607,2025-03-18 13:03:53.3069043,11,3040,0
2131,1022,1606,2025-03-18 13:11:21.6592608,11,3030,0
2132,1037,1607,2025-03-18 13:11:28.2506331,1,3041,0
2133,1056,1607,2025-03-18 13:13:38.3931094,8,3045,0
2134,1023,1608,2025-03-18 13:14:15.1016778,4,3043,0
2135,1037,1607,2025-03-18 13:14:33.7319098,4,3046,0
2136,1022,1608,2025-03-18 13:15:08.2032360,11,3047,0
2137,1035,1607,2025-03-18 13:15:22.9455138,11,3048,0
2138,1023,1608,2025-03-18 13:15:39.7759005,4,3049,0
2139,1022,1608,2025-03-18 13:16:26.0770735,11,3051,0
2140,1023,1609,2025-03-19 09:08:45.7149974,4,3054,0
2141,1023,1608,2025-03-19 09:59:37.3534541,1,3052,0
2142,1023,1610,2025-03-19 10:00:32.7216101,2,3057,0
2143,1023,1595,2025-03-19 10:01:06.1789193,2,2970,0
2144,1023,1600,2025-03-19 10:01:21.5426837,2,3020,0
2145,1023,1611,2025-03-19 11:18:01.3942055,1,3059,0
2146,1037,1615,2025-03-20 10:16:13.3976292,4,3067,0
2147,1037,1616,2025-03-20 13:44:48.7106948,1,3070,0
2148,1037,1617,2025-03-23 08:47:25.2091143,4,3072,0
2149,1037,1618,2025-03-23 10:39:22.6202061,4,3075,0
2150,1035,1618,2025-03-23 11:27:09.9652529,11,3076,0
2151,1037,1618,2025-03-23 11:30:02.8962831,1,3077,0
2152,1037,1619,2025-03-23 12:10:39.4772045,4,3079,0
2153,1035,1619,2025-03-23 12:24:20.3035443,11,3080,0
2154,1037,1619,2025-03-23 12:26:29.9196523,2,3081,0
2155,1037,1622,2025-03-23 13:00:40.7590221,4,3087,0
2156,1035,1622,2025-03-23 13:01:14.7302963,11,3088,0
2157,1037,1622,2025-03-23 13:01:43.1869647,1,3089,0
2158,1037,1623,2025-03-24 08:19:12.9385510,4,3091,0
2159,1037,1624,2025-03-24 08:39:41.5630616,4,3094,0
2160,1035,1624,2025-03-24 09:22:24.9075313,11,3095,0
