2282,0,1083,0,2025-03-16 19:42:49.7041399,2937,,0
2283,1589,1083,0,2025-03-16 19:55:34.3113014,,,0
2284,0,1035,0,2025-03-17 07:54:34.2872245,2942,,0
2285,1590,1037,0,2025-03-17 08:04:15.0065035,,,0
2286,1590,1056,0,2025-03-17 08:06:03.4522718,,,0
2287,0,1035,0,2025-03-17 08:09:08.4756382,2945,,0
2288,1591,1037,0,2025-03-17 08:38:14.1203633,,,0
2289,1591,1035,0,2025-03-17 08:43:25.9892354,,,0
2290,1591,1037,0,2025-03-17 08:44:43.9386174,,,0
2291,1591,1035,0,2025-03-17 09:05:41.4766219,,,0
2292,0,1035,0,2025-03-17 10:08:05.6783055,2955,,0
2293,0,1035,0,2025-03-17 10:11:48.7037232,2957,,0
2294,1593,1037,0,2025-03-17 10:14:30.2043244,,,0
2295,1593,1035,0,2025-03-17 10:17:30.1325350,,,0
2296,0,1035,0,2025-03-17 10:25:30.2007706,2963,,0
2297,1594,1037,0,2025-03-17 10:27:23.2373759,,,0
2298,1594,1037,0,2025-03-17 10:58:20.1022515,,,0
2299,1594,1056,0,2025-03-17 10:58:52.2258708,,,0
2300,0,1037,0,2025-03-17 11:23:17.4120221,2968,,0
2301,1595,1037,0,2025-03-17 11:24:40.8772807,,,0
2302,0,1035,0,2025-03-17 11:39:36.9372015,2972,,0
2303,1596,1035,0,2025-03-17 11:42:38.7222851,,,0
2304,1596,1037,0,2025-03-17 11:43:12.1989082,,,0
2305,0,1035,0,2025-03-17 12:01:30.2213344,2978,,0
2306,1597,1037,0,2025-03-17 12:05:11.7427070,,,0
2307,1596,1037,0,2025-03-17 12:07:59.5736219,,,0
2308,1596,1037,0,2025-03-17 12:11:23.1131884,,,0
2309,0,1037,0,2025-03-17 12:29:11.7998147,2984,,0
2310,0,1037,0,2025-03-17 12:30:19.1989793,2986,,0
2311,0,1022,0,2025-03-18 08:41:17.3484513,2988,,0
2312,0,1022,0,2025-03-18 08:41:38.4909803,2990,,0
2313,0,1035,0,2025-03-18 08:43:16.5687214,2992,,0
2314,0,1035,0,2025-03-18 09:03:05.3542724,2994,,0
2315,1603,1037,0,2025-03-18 09:10:30.3258591,,,0
2316,1603,1035,0,2025-03-18 09:39:29.4149038,,,0
2317,1603,1037,0,2025-03-18 09:41:12.3967612,,,0
2318,1603,1035,0,2025-03-18 09:44:36.7384094,,,0
2319,1603,1037,0,2025-03-18 10:33:45.3107437,,,0
2320,0,1037,0,2025-03-18 10:58:08.4355977,3006,,0
2321,1600,1022,0,2025-03-18 11:00:19.9342991,,,0
2322,1600,1023,0,2025-03-18 11:00:57.6559924,,,0
2323,1600,1022,0,2025-03-18 11:01:32.2468445,,,0
2324,0,1035,0,2025-03-18 11:06:19.9337152,3012,,0
2325,1605,1035,0,2025-03-18 11:07:32.7207253,,,0
2326,1605,1037,0,2025-03-18 11:07:42.8084224,,,0
2327,1605,1035,0,2025-03-18 11:09:19.0215155,,,0
2328,1605,1037,0,2025-03-18 11:09:44.9856251,,,0
2329,1600,1022,0,2025-03-18 11:11:51.1739694,,,0
2330,0,1022,0,2025-03-18 11:21:17.5871365,3023,,0
2331,1606,1023,0,2025-03-18 11:21:46.2072623,,,0
2332,1606,1022,0,2025-03-18 11:22:10.1715401,,,0
2333,1606,1022,0,2025-03-18 11:25:43.7847680,,,0
2334,1606,1022,0,2025-03-18 11:35:11.4918268,,,0
2335,1602,1035,0,2025-03-18 12:50:51.1339870,,,0
2336,0,1035,0,2025-03-18 12:57:48.8501284,3035,,0
2337,1607,1035,0,2025-03-18 13:00:01.6183865,,,0
2338,1607,1037,0,2025-03-18 13:01:28.2460808,,,0
2339,1607,1035,0,2025-03-18 13:03:53.3117560,,,0
2340,0,1022,0,2025-03-18 13:04:49.3443446,3043,,0
2341,1606,1022,0,2025-03-18 13:11:21.6629580,,,0
2342,1607,1037,0,2025-03-18 13:11:28.2537517,,,0
2343,1608,1022,0,2025-03-18 13:15:08.2075896,,,0
2344,1607,1035,0,2025-03-18 13:15:22.9570482,,,0
2345,1608,1022,0,2025-03-18 13:16:26.0834091,,,0
2346,0,1022,0,2025-03-19 08:01:00.6207438,3054,,0
2347,0,1037,0,2025-03-19 09:13:03.3171859,3057,,0
2348,1608,1023,0,2025-03-19 09:59:37.3905863,,,0
2349,0,1022,0,2025-03-19 11:14:29.9893119,3059,,0
2350,0,1022,0,2025-03-19 11:15:09.5767556,3061,,0
2351,0,1022,0,2025-03-19 11:15:45.3892202,3063,,0
2352,1611,1023,0,2025-03-19 11:18:01.4005291,,,0
2353,0,1022,0,2025-03-19 11:19:30.0773263,3065,,0
2354,0,1037,0,2025-03-19 12:30:09.6379888,3067,,0
2355,0,1037,0,2025-03-20 13:43:59.9588638,3070,,0
2356,1616,1037,0,2025-03-20 13:44:48.7236877,,,0
2357,0,1037,0,2025-03-23 08:45:55.2607874,3072,,0
2358,0,1035,0,2025-03-23 10:06:43.9052456,3075,,0
2359,1618,1035,0,2025-03-23 11:27:09.9728617,,,0
2360,1618,1037,0,2025-03-23 11:30:02.9139192,,,0
2361,0,1035,0,2025-03-23 12:08:24.0952799,3079,,0
2362,1619,1035,0,2025-03-23 12:24:20.3072816,,,0
2363,0,1035,0,2025-03-23 12:50:04.5843944,3083,,0
2364,0,1035,0,2025-03-23 12:54:20.3206577,3085,,0
2365,0,1035,0,2025-03-23 12:59:52.9426858,3087,,0
