1,1,71,,,0001-01-01,0,,,,,0,.00,.00,,0,,0,,0001-01-01 00:00:00.0000000,10.00,,[],,,.00,0,,0,14,0,2025-01-07 00:00:00.0000000
2,1,73,,,0001-01-01,0,,,,,0,.00,.00,,0,,0,,0001-01-01 00:00:00.0000000,20.00,,[],,,.00,0,,0,14,0,
3,1,75,,,0001-01-01,0,,,,,0,.00,.00,,0,,0,,0001-01-01 00:00:00.0000000,10.00,,[],,,.00,0,,0,14,0,
4,1,77,,,0001-01-01,0,,,,,0,.00,.00,,0,,0,,0001-01-01 00:00:00.0000000,.00,,[],,,.00,0,,0,14,0,
1002,1,1007,,,0001-01-01,0,,,,,0,.00,.00,,0,,0,,0001-01-01 00:00:00.0000000,20.00,,[],,,.00,0,,0,14,0,
1003,1,1011,,,0001-01-01,0,,,,,0,.00,.00,,0,,0,,0001-01-01 00:00:00.0000000,20.00,,[],,,.00,0,,0,14,0,
1004,1,1013,,,0001-01-01,0,,,,,0,.00,.00,,0,,0,,0001-01-01 00:00:00.0000000,30.00,,[],,,.00,0,,0,14,0,
1005,1,1015,,,0001-01-01,0,,,,,0,.00,.00,,0,,0,,0001-01-01 00:00:00.0000000,20.00,,[],,,.00,0,,0,14,0,
1006,1,1017,,,0001-01-01,0,,,,,0,.00,.00,,0,,0,,0001-01-01 00:00:00.0000000,20.00,,[],,,.00,0,,0,14,0,
1007,1,1019,,,0001-01-01,0,,,,,0,.00,.00,,0,,0,,0001-01-01 00:00:00.0000000,20.00,,[],,,.00,0,,0,14,0,
1008,1,1021,,,0001-01-01,0,,,,,0,.00,.00,,0,,0,,0001-01-01 00:00:00.0000000,20.00,,[],,,.00,0,,0,14,0,
1009,1,1023,,,0001-01-01,0,,,,,0,.00,.00,,0,,0,,0001-01-01 00:00:00.0000000,20.00,,[],,,.00,0,,0,14,0,
1010,1,1025,,,0001-01-01,0,,,,,0,.00,.00,,0,,0,,0001-01-01 00:00:00.0000000,.00,,[],,,.00,0,,0,14,0,
1011,1,1027,,,0001-01-01,0,,,,,0,.00,.00,,0,,0,,0001-01-01 00:00:00.0000000,20.00,,[],,,.00,0,,0,14,0,
1012,1,1029,,,0001-01-01,0,,,,,0,.00,.00,,0,,0,,0001-01-01 00:00:00.0000000,20.00,,[],,,.00,0,,0,14,0,
1013,1,1031,,,0001-01-01,0,,,,,0,.00,.00,,0,,0,,0001-01-01 00:00:00.0000000,.00,,[],,,.00,0,,0,14,0,
1014,1,1033,,,0001-01-01,0,,,,,0,.00,.00,,0,,0,,0001-01-01 00:00:00.0000000,.00,,[],,,.00,0,,0,14,0,
1015,1,1035,,,0001-01-01,0,,,,,0,.00,.00,,0,,0,,0001-01-01 00:00:00.0000000,20.00,,[],,,.00,0,,0,14,0,
1016,1,1037,,,0001-01-01,0,,,,,0,.00,.00,,0,,0,,0001-01-01 00:00:00.0000000,20.00,,[],,,.00,0,,0,14,0,
1017,1,1039,,,0001-01-01,0,,,,,0,.00,.00,,0,,0,,0001-01-01 00:00:00.0000000,20.00,,[],,,.00,0,,0,14,0,
1018,1,1041,,,0001-01-01,0,,,,,0,.00,.00,,0,,0,,0001-01-01 00:00:00.0000000,20.00,,[],,,.00,0,,0,14,0,
1019,1,1051,مخطوطه,مؤلف,1971-06-08,2,وقف,مجمع,,,1,4.00,6.00,5,15,بردي,1,مخطوطه متضرره,0001-01-01 00:00:00.0000000,20.00,,[1],,,.00,0,,0,14,0,
1020,1,1052,مخطوطه,ممممم,1975-02-04,2,وقف,وقف,,,1,4.00,6.00,5,6,ورق,1,مخطوطه متضرره,0001-01-01 00:00:00.0000000,.00,,[1],,,.00,0,,0,14,0,
1021,1,1053,مخطوطه,ممممم,2025-01-01,0,,,,,1,4.00,6.00,5,6,ورق,1,مخطوطه متضرره,0001-01-01 00:00:00.0000000,.00,,[1],,,.00,0,,0,14,0,
