1,,2,0
2,,4,0
3,,5,0
4,,6,0
5,,7,0
6,,8,0
7,,9,0
8,,10,0
9,7,8,0
10,7,9,0
11,,10,0
12,,3,0
13,,10,0
14,,3,0
15,,10,0
16,6,3,0
17,6,10,0
18,,2,0
19,,4,0
20,,2,0
21,,4,0
22,,10,0
23,,2,0
24,,4,0
25,,10,0
26,,10,0
27,,10,0
28,,10,0
29,,10,0
30,,4,0
31,,4,0
32,,4,0
33,,10,0
34,,4,0
35,,10,0
36,,4,0
37,10,10,0
38,,9,0
39,,10,0
40,,9,0
41,,10,0
42,12,9,0
43,12,10,0
44,,10,0
45,,2,0
46,,2,0
47,,2,0
48,,1017,0
49,,1017,0
50,,1017,0
51,,2,0
52,,1017,0
53,,4,0
54,,10,0
55,,2,0
56,,4,0
57,,2,0
58,,4,0
59,,2,0
60,,2,0
61,,2,0
62,,4,0
63,,10,0
64,,2,0
65,,4,0
66,,10,0
67,,2,0
68,,4,0
69,,10,0
70,,2,0
71,,2,0
72,,2,0
73,,4,0
74,,4,0
75,,2,0
76,,2,0
77,,2,0
78,,4,0
79,,4,0
80,13,1017,0
81,,2,0
82,,2,0
83,,1017,0
84,,2,0
85,,2,0
86,,1017,0
87,,4,0
88,,5,0
89,,8,0
90,,9,0
91,,10,0
92,,10,0
93,15,5,0
94,,8,0
95,19,8,0
96,,8,0
97,,7,0
98,,8,0
1011,,9,0
1012,,8,0
1013,,8,0
1014,,1017,0
1015,16,8,0
1016,,6,0
1017,,6,0
1018,,7,0
1019,,7,0
1020,,4,0
1021,,4,0
1022,1009,2016,0
1023,,2,0
1024,,4,0
1025,,5,0
1026,,6,0
1027,,7,0
1028,,8,0
1029,,9,0
1030,,10,0
1031,,1,0
1032,,2,0
1033,,4,0
1034,,5,0
1035,,6,0
1036,,7,0
1037,,8,0
1038,,9,0
1039,,10,0
1040,,10,0
1041,,4,0
1042,17,10,0
1043,,10,0
1044,,10,0
1045,,10,0
1046,,4,0
1047,14,1017,0
1048,9,1,0
1049,9,2,0
1050,9,3,0
1051,9,4,0
1052,9,5,0
1053,9,6,0
1054,9,7,0
1055,9,8,0
1056,9,9,0
1057,,1,0
1058,,2,0
1059,,4,0
1060,,5,0
1061,,6,0
1062,,7,0
1063,,8,0
1064,,9,0
1065,,10,0
1066,,2035,0
1067,,2035,0
1068,,2035,0
1069,,2035,0
1070,,2035,0
1071,,2035,0
1072,,2035,0
1073,,2035,0
1074,,2035,0
1075,,2035,0
1076,,2035,0
1077,,2035,0
1078,,2035,0
1079,,2035,0
1080,,2035,0
1081,,2035,0
1082,,2035,0
1083,,2035,0
1084,,2035,0
1085,,2035,0
1086,,2035,0
1087,,2035,0
1088,,2,0
1089,,2,0
1090,1038,2,0
1091,,2,0
1092,,2,0
1093,,2,0
1094,,2,0
1095,,2041,0
1096,,2041,0
1097,,2041,0
1098,,2041,0
1099,1032,7,0
1100,1032,8,0
1101,,2041,0
1102,,5,0
1103,,2041,0
1104,,2,0
1105,,5,0
1106,,2041,0
1107,,5,0
1108,,2041,0
1109,1040,5,0
1110,,5,0
1111,,10,0
1112,,8,0
1113,,4,0
1114,,3,0
1115,,4,0
1116,,9,0
1117,,2,0
1118,,2,0
1119,,10,0
1120,,2,0
1121,,2,0
1122,,4,0
1123,,7,0
1124,,10,0
1125,,2,0
1126,,2,0
1127,,2,0
1128,,2,0
1129,1042,2,0
1130,,2,0
1131,,2,0
1132,,10,0
1133,,10,0
1134,,2,0
1135,,2,0
1136,1043,2,0
1137,1050,2,0
1138,,2,0
1139,,2,0
1140,,2,0
1141,,2,0
1142,,4,0
1143,,2,0
1144,,4,0
1145,1051,2,0
1146,,1,0
1147,,2,0
1148,,3,0
1149,,4,0
1150,,5,0
1151,,6,0
1152,,7,0
1153,,8,0
1154,,9,0
1155,,10,0
1156,,7,0
1157,,2,0
1158,,2,0
1159,,4,0
1160,,2,0
1161,,4,0
1162,,10,0
1163,1037,2,0
1164,1037,4,0
1165,1037,10,0
1166,18,10,0
1167,1057,10,0
1168,3,1,0
1169,3,2,0
1170,3,4,0
1171,3,5,0
1172,3,6,0
1173,3,7,0
1174,3,8,0
1175,3,9,0
1176,3,10,0
1177,1019,1,0
1178,1019,2,0
1179,1019,3,0
1180,1019,4,0
1181,1019,5,0
1182,1019,6,0
1183,1019,7,0
1184,1019,8,0
1185,1019,9,0
1186,1019,10,0
1187,,1,0
1188,,1,0
1189,,2,0
1190,,4,0
1191,,7,0
1192,,10,0
1193,,1,0
1194,,2,0
1195,,4,0
1196,,7,0
1197,,10,0
1198,1052,1,0
1199,1052,2,0
1200,1052,3,0
1201,1052,4,0
1202,1052,5,0
1203,1052,6,0
1204,1052,7,0
1205,1052,8,0
1206,1052,9,0
1207,1052,10,0
1208,,1,0
1209,,2,0
1210,,3,0
1211,,4,0
1212,,5,0
1213,,6,0
1214,,7,0
1215,,8,0
1216,,9,0
1217,,10,0
1218,,1,0
1219,,2,0
1220,,3,0
1221,,4,0
1222,,5,0
1223,,6,0
1224,,7,0
1225,,8,0
1226,,9,0
1227,,10,0
1228,1058,1,0
1229,1058,2,0
1230,1058,4,0
1231,1058,5,0
1232,1058,6,0
1233,1058,7,0
1234,1058,8,0
1235,1058,9,0
1236,1058,10,0
1237,,1,0
1238,1059,1,0
1239,1059,2,0
1240,1059,4,0
1241,1059,5,0
1242,1059,6,0
1243,1059,7,0
1244,1059,8,0
1245,1059,9,0
1246,1059,10,0
1247,,2,0
1248,,10,0
1249,,7,0
1250,,7,0
1251,,10,0
1252,,2,0
1253,,7,0
1254,,10,0
1255,,2,0
1256,,10,0
1257,,2,0
1258,,7,0
1259,,10,0
1260,1065,1,0
1261,1060,7,0
1262,,2,0
1263,,10,0
1264,1067,8,0
1265,,7,0
1266,,1,0
1267,,7,0
1268,1068,1,0
1269,1076,2041,0
1270,,2041,0
1271,1056,7,0
1272,1023,2,0
1273,1023,7,0
1274,1023,10,0
1275,1044,2,0
1276,1064,2,0
1277,1063,2,0
1278,,4,0
1279,,2,0
1280,1089,2,0
1281,1090,2,0
